SrNo,Parameter,Unit,Date,Value,Data Source,Location,Latitude,Longitude
1358,Faecal Coliform (Min),MPN/100ml,"[01-01-2023, 31-12-2023]",330.0,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1359,Faecal Coliform (Max),MPN/100ml,"[01-01-2023, 31-12-2023]",2.6E+5,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1360,Total Coliform (Min),MPN/100ml,"[01-01-2023, 31-12-2023]",1100.0,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1361,Total Coliform (Max),MPN/100ml,"[01-01-2023, 31-12-2023]",9.4E+5,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1362,FS (Min),MPN/100ml,"[01-01-2023, 31-12-2023]",0.0,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1363,FS (Max),MPN/100ml,"[01-01-2023, 31-12-2023]",0.0,CPCB 2023 Exit Point,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1364,pH,,"[01-01-2024, 31-12-2024]",7.9,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1365,COD,mg/l,"[01-01-2024, 31-12-2024]",76,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1366,BOD,mg/l,"[01-01-2024, 31-12-2024]",22,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1367,TSS,mg/l,"[01-01-2024, 31-12-2024]",22,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1368,TDS,mg/l,"[01-01-2024, 31-12-2024]",412,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1369,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",780,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1370,Chloride,mg/l,"[01-01-2024, 31-12-2024]",34,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1371,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",0.7,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1372,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0.08,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1373,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0.7,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1374,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",6,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1375,SO4,mg/l,"[01-01-2024, 31-12-2024]",66,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1376,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1377,TKN,mg/l,"[01-01-2024, 31-12-2024]",7,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1378,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",35x10^3,Green tribunal,NCC02 - Exit of Chandigarh Sector 53,30.721836,76.731728
1379,Temperature (Max),°C,"[01-01-2020, 31-12-2020]",29,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1380,DO (Max),mg/l,"[01-01-2020, 31-12-2020]",0.6,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1381,pH (Max),-,"[01-01-2020, 31-12-2020]",7.5,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1382,Conductivity (Max),µs/cm,"[01-01-2020, 31-12-2020]",667,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1383,BOD (Max),mg/l,"[01-01-2020, 31-12-2020]",210,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1384,NO3-N (Max),mg/l,"[01-01-2020, 31-12-2020]",4.2,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1385,Faecal Coliform (Max),MPN/100ml,"[01-01-2020, 31-12-2020]",3.20E+06,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1386,Total Coliform (Max),MPN/100ml,"[01-01-2020, 31-12-2020]",1.75E+07,CPCB 2020 Exit Point,CPCB Station Code 2047,30.742291,76.767246
1387,pH,,"[01-01-2024, 31-12-2024]",7.6,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1388,COD,mg/l,"[01-01-2024, 31-12-2024]",90,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1389,BOD,mg/l,"[01-01-2024, 31-12-2024]",28,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1390,TSS,mg/l,"[01-01-2024, 31-12-2024]",23,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1391,TDS,mg/l,"[01-01-2024, 31-12-2024]",380,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1392,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",815,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1393,Chloride,mg/l,"[01-01-2024, 31-12-2024]",46,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1394,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",0.7,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1395,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0.06,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1396,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1397,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",7,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1398,SO4,mg/l,"[01-01-2024, 31-12-2024]",72,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1399,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1400,TKN,mg/l,"[01-01-2024, 31-12-2024]",9,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1401,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",35x10^4,Green tribunal,NCC01 - Sector 36,30.73082,76.751379
1402,pH,,"[01-01-2024, 31-12-2024]",7.4,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1403,COD,mg/l,"[01-01-2024, 31-12-2024]",172,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1404,BOD,mg/l,"[01-01-2024, 31-12-2024]",68,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1405,TSS,mg/l,"[01-01-2024, 31-12-2024]",105,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1406,TDS,mg/l,"[01-01-2024, 31-12-2024]",424,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1407,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",1017,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1408,Chloride,mg/l,"[01-01-2024, 31-12-2024]",65,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1409,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",4.5,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1410,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1411,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1412,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1413,SO4,mg/l,"[01-01-2024, 31-12-2024]",42,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1414,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1415,TKN,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1416,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",92x10^5,Green tribunal,NCM04 - 45MLD STP Chilla Village,30.65295,76.72189
1417,pH,,"[01-01-2024, 31-12-2024]",7.5,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.305502,76.62738
1418,COD,mg/l,"[01-01-2024, 31-12-2024]",99,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.305502,76.62738
1419,BOD,mg/l,"[01-01-2024, 31-12-2024]",31,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.305502,76.62738
1420,TSS,mg/l,"[01-01-2024, 31-12-2024]",109,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.305502,76.62738
1421,TDS,mg/l,"[01-01-2024, 31-12-2024]",476,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1422,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",1030,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1423,Chloride,mg/l,"[01-01-2024, 31-12-2024]",87,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1424,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",2.6,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1425,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1426,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1427,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",22,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1428,SO4,mg/l,"[01-01-2024, 31-12-2024]",46,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1429,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1430,TKN,mg/l,"[01-01-2024, 31-12-2024]",26,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1431,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",33x10^6,Green tribunal,NCP05 - River Ghaggar D/S of N-choe,30.315357,76.628347
1432,pH,,"[01-01-2024, 31-12-2024]",7.7,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1433,COD,mg/l,"[01-01-2024, 31-12-2024]",87,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1434,BOD,mg/l,"[01-01-2024, 31-12-2024]",27,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1435,TSS,mg/l,"[01-01-2024, 31-12-2024]",73,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1436,TDS,mg/l,"[01-01-2024, 31-12-2024]",584,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1437,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",1220,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1438,Chloride,mg/l,"[01-01-2024, 31-12-2024]",123,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1439,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",1.3,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1440,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0.04,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1441,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1442,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",17,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1443,SO4,mg/l,"[01-01-2024, 31-12-2024]",46,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1444,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1445,TKN,mg/l,"[01-01-2024, 31-12-2024]",19,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1446,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",13x10^4,Green tribunal,NCP07 - River Ghaggar U/S N-choe,30.305502,76.635388
1447,pH,,"[01-01-2024, 31-12-2024]",7.3,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.315357,76.628347
1448,COD,mg/l,"[01-01-2024, 31-12-2024]",156,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.315357,76.628347
1449,BOD,mg/l,"[01-01-2024, 31-12-2024]",50,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.315357,76.628347
1450,TSS,mg/l,"[01-01-2024, 31-12-2024]",81,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.315357,76.628347
1451,TDS,mg/l,"[01-01-2024, 31-12-2024]",460,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1452,Conductivity,mg/l,"[01-01-2024, 31-12-2024]",983,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1453,Chloride,mg/l,"[01-01-2024, 31-12-2024]",75,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1454,Phosphate-P,mg/l,"[01-01-2024, 31-12-2024]",3,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1455,NO2-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1456,NO3-N,mg/l,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1457,NH3-N,mg/l,"[01-01-2024, 31-12-2024]",26,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1458,SO4,mg/l,"[01-01-2024, 31-12-2024]",58,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1459,Colour,CU,"[01-01-2024, 31-12-2024]",0,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1460,TKN,mg/l,"[01-01-2024, 31-12-2024]",29,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1461,T-Coliform,MPN/100 ml,"[01-01-2024, 31-12-2024]",28x10^7,Green tribunal,NCP06 - N-choe before confluence with Ghaggar,30.031831,76.635388
1462,pH,-,"[01-11-2024, 30-11-2024]",8.1,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1463,pH,-,"[01-12-2024, 31-12-2024]",7.8,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1464,pH,-,"[01-01-2025, 31-01-2025]",7.5,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1465,TDS,mg/l,"[01-11-2024, 30-11-2024]",341.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1466,TDS,mg/l,"[01-12-2024, 31-12-2024]",352.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1467,TDS,mg/l,"[01-01-2025, 31-01-2025]",349.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1468,Conductivity,µs/cm,"[01-11-2024, 30-11-2024]",682.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1469,Conductivity,µs/cm,"[01-12-2024, 31-12-2024]",702.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1470,Conductivity,µs/cm,"[01-01-2025, 31-01-2025]",698.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1471,Temperature,°C,"[01-11-2024, 30-11-2024]",25.6,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1472,Temperature,°C,"[01-12-2024, 31-12-2024]",18.7,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1473,Temperature,°C,"[01-01-2025, 31-01-2025]",17.5,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1474,TSS,mg/l,"[01-11-2024, 30-11-2024]",312.00000000000114,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1475,TSS,mg/l,"[01-12-2024, 31-12-2024]",22.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1476,TSS,mg/l,"[01-01-2025, 31-01-2025]",102.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1477,VSS,mg/l,"[01-11-2024, 30-11-2024]",261.9999999999933,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1478,VSS,mg/l,"[01-12-2024, 31-12-2024]",12.499999999988631,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1479,VSS,mg/l,"[01-01-2025, 31-01-2025]",88.00000000000807,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1480,Fixed Suspended Solids,mg/l,"[01-11-2024, 30-11-2024]",50.000000000007816,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1481,Fixed Suspended Solids,mg/l,"[01-12-2024, 31-12-2024]",9.999999999994458,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1482,Fixed Suspended Solids,mg/l,"[01-01-2025, 31-01-2025]",13.500000000004066,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1483,COD,mg/l,"[01-11-2024, 30-11-2024]",122.0000000000001,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1484,COD,mg/l,"[01-12-2024, 31-12-2024]",62.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1485,COD,mg/l,"[01-01-2025, 31-01-2025]",37.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1486,BOD,mg/l,"[01-11-2024, 30-11-2024]",4.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1487,BOD,mg/l,"[01-12-2024, 31-12-2024]",5.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1488,BOD,mg/l,"[01-01-2025, 31-01-2025]",20.0,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1489,NO3-N,mg/l,"[01-11-2024, 30-11-2024]",3.36,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1490,NO3-N,mg/l,"[01-12-2024, 31-12-2024]",3.99,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1491,NO3-N,mg/l,"[01-01-2025, 31-01-2025]",5.4,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1492,Phosphate,mg/l,"[01-11-2024, 30-11-2024]",1.07,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1493,Phosphate,mg/l,"[01-12-2024, 31-12-2024]",0.46,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1494,Phosphate,mg/l,"[01-01-2025, 31-01-2025]",0.32,professor,"Attawa Choa (Leisure valley garden, Mohali)",30.700708,76.738215
1495,pH,-,"[01-11-2024, 30-11-2024]",9.3,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1496,pH,-,"[01-12-2024, 31-12-2024]",7.9,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1497,pH,-,"[01-01-2025, 31-01-2025]",8.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1498,TDS,mg/l,"[01-11-2024, 30-11-2024]",164.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1499,TDS,mg/l,"[01-12-2024, 31-12-2024]",349.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1500,TDS,mg/l,"[01-01-2025, 31-01-2025]",324.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1501,Conductivity,µs/cm,"[01-11-2024, 30-11-2024]",324.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1502,Conductivity,µs/cm,"[01-12-2024, 31-12-2024]",693.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1503,Conductivity,µs/cm,"[01-01-2025, 31-01-2025]",653.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1504,Temperature,°C,"[01-11-2024, 30-11-2024]",26.7,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1505,Temperature,°C,"[01-12-2024, 31-12-2024]",20.7,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1506,Temperature,°C,"[01-01-2025, 31-01-2025]",17.3,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1507,TSS,mg/l,"[01-11-2024, 30-11-2024]",295.00000000000523,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1508,TSS,mg/l,"[01-12-2024, 31-12-2024]",19.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1509,TSS,mg/l,"[01-01-2025, 31-01-2025]",114.99999999999844,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1510,VSS,mg/l,"[01-11-2024, 30-11-2024]",275.5000000000152,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1511,VSS,mg/l,"[01-12-2024, 31-12-2024]",13.500000000004066,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1512,VSS,mg/l,"[01-01-2025, 31-01-2025]",95.0000000000095,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1513,Fixed Suspended Solids,mg/l,"[01-11-2024, 30-11-2024]",19.49999999999008,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1514,Fixed Suspended Solids,mg/l,"[01-12-2024, 31-12-2024]",5.000000000006111,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1515,Fixed Suspended Solids,mg/l,"[01-01-2025, 31-01-2025]",19.99999999998892,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1516,COD,mg/l,"[01-11-2024, 30-11-2024]",92.00000000000011,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1517,COD,mg/l,"[01-12-2024, 31-12-2024]",39.99999999999993,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1518,COD,mg/l,"[01-01-2025, 31-01-2025]",24.00000000000001,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1519,BOD,mg/l,"[01-11-2024, 30-11-2024]",6.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1520,BOD,mg/l,"[01-12-2024, 31-12-2024]",11.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1521,BOD,mg/l,"[01-01-2025, 31-01-2025]",22.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1522,NO3-N,mg/l,"[01-11-2024, 30-11-2024]",0.45,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1523,NO3-N,mg/l,"[01-12-2024, 31-12-2024]",4.0,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1524,NO3-N,mg/l,"[01-01-2025, 31-01-2025]",1.0289421280323667,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1525,Phosphate,mg/l,"[01-11-2024, 30-11-2024]",0.2010706003476145,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1526,Phosphate,mg/l,"[01-12-2024, 31-12-2024]",1.2209707627956417,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1527,Phosphate,mg/l,"[01-01-2025, 31-01-2025]",0.6438532118239465,professor,Attawa Choa Sec. 67 (Mohali),30.678158,76.729844
1528,pH,-,"[01-11-2024, 30-11-2024]",8.2,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1529,pH,-,"[01-12-2024, 31-12-2024]",8.1,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1530,pH,-,"[01-01-2025, 31-01-2025]",7.8,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1531,TDS,mg/l,"[01-11-2024, 30-11-2024]",310.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1532,TDS,mg/l,"[01-12-2024, 31-12-2024]",341.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1533,TDS,mg/l,"[01-01-2025, 31-01-2025]",335.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1534,Conductivity,µs/cm,"[01-11-2024, 30-11-2024]",650.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1535,Conductivity,µs/cm,"[01-12-2024, 31-12-2024]",672.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1536,Conductivity,µs/cm,"[01-01-2025, 31-01-2025]",677.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1537,Temperature,°C,"[01-11-2024, 30-11-2024]",25.8,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1538,Temperature,°C,"[01-12-2024, 31-12-2024]",21.6,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1539,Temperature,°C,"[01-01-2025, 31-01-2025]",18.2,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1540,TSS,mg/l,"[01-11-2024, 30-11-2024]",343.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1541,TSS,mg/l,"[01-12-2024, 31-12-2024]",13.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1542,TSS,mg/l,"[01-01-2025, 31-01-2025]",124.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1543,VSS,mg/l,"[01-11-2024, 30-11-2024]",267.4999999999983,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1544,VSS,mg/l,"[01-12-2024, 31-12-2024]",2.499999999994173,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1545,VSS,mg/l,"[01-01-2025, 31-01-2025]",105.5000000000028,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1546,Fixed Suspended Solids,mg/l,"[01-11-2024, 30-11-2024]",75.00000000000284,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1547,Fixed Suspended Solids,mg/l,"[01-12-2024, 31-12-2024]",10.00000000001222,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1548,Fixed Suspended Solids,mg/l,"[01-01-2025, 31-01-2025]",18.00000000001134,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1549,COD,mg/l,"[01-11-2024, 30-11-2024]",58.00000000000004,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1550,COD,mg/l,"[01-12-2024, 31-12-2024]",45.99999999999994,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1551,COD,mg/l,"[01-01-2025, 31-01-2025]",43.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1552,BOD,mg/l,"[01-11-2024, 30-11-2024]",8.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
1553,BOD,mg/l,"[01-12-2024, 31-12-2024]",13.0,professor,N-CHOE (Leisure valley parK CHD.),30.703138,76.739417
